Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Tipo de documento,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Região da instituição de defesa,UF da instituição de defesa,Natureza administrativa da instituição de defesa,Latitude da instituição de defesa,Longitude da instituição de defesa,Identificador único da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Identificador único do Programa de Pós-Graduação da instituição de defesa,Área do conhecimento,Área de avaliação,Direitos,Grau,Assuntos em português,Assuntos em inglês,URL do documento
"Figueiredo, Paulo N",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Inovação em organizações de economias emergentes,Não informado pela instituição,Universidade de São Paulo (USP),USP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,ESTRATÉGIA ORGANIZACIONAL,Não informado pela instituição,http://bibliotecadigital.fgv.br/ojs/index.php/cadernosebape/article/download/80739/77079
"Plonski, Guilherme Ary",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Combustível para inovação. [Depoimento],Não informado pela instituição,Universidade de São Paulo (USP),USP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,PATENTE,Não informado pela instituição,https://revistapesquisa.fapesp.br/2019/09/06/combustivel-para-inovacao/
"Nascimento, Giovana Silva||Silva, Juliana Lima||Castello, Gabrielle Marinho||Silva, Juliana Rodrigues",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,INOVAÇÃO BANCÁRIA NO BRASIL,Não informado pela instituição,Universidade Tecnológica Federal do Paraná (UTFPR),UTFPR,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,6.02.01.00-2||inovação; bancos; brasileiros,Não informado pela instituição,https://periodicos.utfpr.edu.br/recit/article/view/7458
"Conceição, Edemilson Cardoso da",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Desenvolvimento tecnológico e inovação em fitomedicamentos,2020,Fundação Oswaldo Cruz (FIOCRUZ),FIOCRUZ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://www.arca.fiocruz.br/handle/icict/43702
"Conceição, Edemilson Cardoso da",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Desenvolvimento tecnológico e inovação em fitomedicamentos,2020,Fundação Oswaldo Cruz (FIOCRUZ),FIOCRUZ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://www.arca.fiocruz.br/handle/icict/48171
"de Azevedo, Maria Antonia Ramos||Carrasco, Ligia Bueno Zangali",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Inovação na universidade e o papel da assessoria pedagógica,Não informado pela instituição,INEP,INEP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Inovação; Assessoria Pedagógica; Universidade,Não informado pela instituição,http://emaberto.inep.gov.br/index.php/emaberto/article/view/4456
"Bonfatti, Marina Gutierrez||Martins, Ciro Silva",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Inovação e o antitruste: desafios jurídico-institucionais,2020,Superior Tribunal de Justiça (STJ),STJ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,"Direito da concorrência, doutrinas e controvérsias||Truste, controle||Inovação tecnológica, aspectos jurídicos||Tecnologia, aspectos econômicos||Concentração econômica, doutrinas e controvérsias",Não informado pela instituição,https://bdjur.stj.jus.br/jspui/handle/2011/147355
"Böttcher, Carlos Alexandre",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Gestão de memória e inovação: diálogo necessário,2021,Superior Tribunal de Justiça (STJ),STJ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://bdjur.stj.jus.br/jspui/handle/2011/160244
"Herani, Renata",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Inovação em prol da justiça = Innovation for justice,2020,Superior Tribunal de Justiça (STJ),STJ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://bdjur.stj.jus.br/jspui/handle/2011/151507
"Brito Lourenço, Luiz||Pedroso, Maria Thereza Macedo||Nehring, Ryan",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Formação institucional da inovação agrícola dos EUA,2020,Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,RCAAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://hdl.handle.net/10451/47023
"Chastre, Carlos",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,"Construção, inovação e pré-fabricação em betão",2018,Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,RCAAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://www.construcaomagazine.pt/noticias/revista-n88-novembro-dezembro-2018/
"Granado, António||Santos-Silva, Dora||Vicente, Paulo Nuno",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Inovação nos media e nas indústrias criativas limítrofes,2020,Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,RCAAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Social Sciences(all),Não informado pela instituição,http://hdl.handle.net/10362/108731||https://doi.org/10.14195/2183-5462_36
"Cavadas, Bento||Linhares, Elisabete||Martins, Maria Clara||Correia, Marisa||Mestrinho, Nelson||Branco, Neusa Cristina Vicente||Santos, Raquel||Colaço, Susana",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Inovação no Ensino da Matemática e das Ciências 2019,2019,Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,RCAAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://hdl.handle.net/10400.15/3339
"Moreira, J. António||Gonçalves, Vitor",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Inovação na Educação com Tecnologias da Informação e Comunicação,2021,Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,RCAAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://hdl.handle.net/10198/23497
"Gil, Ana Cristina Correia, dir.||Fialho, Adolfo Fernando da Fonte, ed.",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,ESCUTA: um projeto de inovação pedagógica na UAc,2021-07,Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,RCAAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://hdl.handle.net/10400.3/6073
"Madeira, João||Duarte, José B.",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Inspeção e inovação: um novo relacionamento com as escolas?,2018,Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,RCAAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,EDUCAÇÃO||EDUCATION||INOVAÇÃO EDUCACIONAL||EDUCATIONAL INNOVATION||AVALIAÇÃO DA EDUCAÇÃO||EDUCATIONAL ASSESSMENT||REGULAÇÃO DA EDUCAÇÃO||EDUCATION REGULATION||AUTOAVALIAÇÃO||SELF-ASSESSMENT,Não informado pela instituição,http://hdl.handle.net/10437/9566
"Ramos, Camila Isabel Maia||Guimarães, Márcia Regina Neves||Lara, Felipe Ferreira de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Estratégias da Cultura Organizacional para a Inovação Tecnológica,Não informado pela instituição,Universidade Estadual Paulista (UNESP),UNESP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Cultura Organizacional; Inovação Tecnológica; Inovação de Produto; Inovação de Processo.,Não informado pela instituição,https://revista.feb.unesp.br/index.php/gepros/article/view/2139
"Kumasaka,Júlia Mitsue Vieira Cruz||Cruz,Barbara Braga||Alves,Fernanda Salvador Alves||Mendonça,Andréa Torres Barros Batinga de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,ESCALABILIDADE DA INOVAÇÃO SOCIAL EM UM BANCO COMUNITÁRIO,Não informado pela instituição,Universidade Federal do Rio Grande do Sul (UFRGS),UFRGS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Inovação social||Escalabilidade||Difusão||Empreendedorismo Social||Banco Comunitário,Não informado pela instituição,http://old.scielo.br/scielo.php?script=sci_arttext&pid=S1413-23112022000100232
"Santos, Alessandra de Souza||Maia, Luiz Cláudio Gomes||Pinheiro, Marta Macedo Kerr",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Competência em informação e inovação social: a interdisciplinaridade em foco,Não informado pela instituição,Universidade de São Paulo (USP),USP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Aprendizagem ao longo da vida||Assimetria informacional||Interdisciplinar||Inclusão social||Lifelong learning||Informational asymmetry||Interdisciplinary||Social inclusion,Não informado pela instituição,https://www.revistas.usp.br/incid/article/view/190716
"Avellar,Ana Paula Macedo de||Damasceno,Aderbal Oliveira||Silva,Felipe Queiroz",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Determinantes da cooperação para inovação das empresas brasileiras,Não informado pela instituição,Universidade Estadual de Campinas (UNICAMP),UNICAMP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Cooperação||Inovação||PINTEC,Não informado pela instituição,http://old.scielo.br/scielo.php?script=sci_arttext&pid=S0104-06182021000300951
"Ottonicar, Selma Leticia Capinzaiki||Valentim, Marta Lígia Pomim",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,A Indústria 4.0 e a inovação aberta em aceleradoras de startups,Não informado pela instituição,Universidade Federal do Paraná (UFPR),UFPR,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Ciências Sociais Aplicadas: Ciência da Informação||Indústria 4.0; Inovação Aberta; Startups; Aceleradoras de Startups; Compartilhamento de Informação e Conhecimento.||Applied Social Sciences: Information and Library Science||Industry 4.0; Open innovation; Startups; Startups accelerators; Information and knowledge sharing,Não informado pela instituição,https://revistas.ufpr.br/atoz/article/view/81882
"Jordão, Eduardo",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,A relação entre inovação e controle da administração pública,Não informado pela instituição,Editora Fórum,ED-FO,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Direito; Direito Administrativo; Controle da Administração Pública||inovação; controle da Administração Pública; relação bidirecional; tecnologia; participação popular.,Não informado pela instituição,http://www.revistaaec.com/index.php/revistaaec/article/view/928
"Barauna, Debora||Razera, Dalton Luiz",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,PROCESSO [MAIS]: MÚLTIPLAS APRENDIZAGENS PARA A INOVAÇÃO DE SIGNIFICADO,Não informado pela instituição,Universidade Federal de Santa Catarina (UFSC),UFSC,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://ojs.sites.ufsc.br/index.php/mixsustentavel/article/view/3458
"Ernesto Filho, Isaias||Chiarelli Milito, Marcelo||Ferreira de Farias, Mayara",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Inovação em turismo e eventos:: uma análise bibliométrica,Não informado pela instituição,Universidade de Brasília (UnB),UNB,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Turismo. Eventos. Inovação. Bibliometria.||Tourism. Events. Innovation. Bibliometria.,Não informado pela instituição,https://periodicos.unb.br/index.php/revistacenario/article/view/18756
"Boff, Salete Oro",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,ECOLOGIZAÇÃO DA INOVAÇÃO TECNOLÓGICA PARA A SUSTENTABILIDADE INTERGERACIONAL,Não informado pela instituição,Escola Superior Dom Helder Câmara (ESDHC),ESDEC,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Sustentabilidade||Inovação tecnológica||Direitos fundamentais.,Não informado pela instituição,http://revista.domhelder.edu.br/index.php/veredas/article/view/1151
"Gama, Marina Amado Bahia||Prado Junior, Servio Tulio||Calixto, Cyntia Vilasboas",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,99Taxis: inovação em mobilidade e geração de valor,Não informado pela instituição,Fundação Getulio Vargas (FGV),FGV,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://bibliotecadigital.fgv.br/ojs/index.php/gvcasos/article/view/81275
"Pereira Mattos Felizola, Matheus||Machado de Aragão, Iracema",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,O ECOSSISTEMA SERGIPANO DE INOVAÇÃO – ATORES E LACUNAS,Não informado pela instituição,Universidade Feevale (Feevale),Feevale,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Empreendedorismo||Habitats de Inovação||Conexão||Inovação||Sergipe,Não informado pela instituição,http://periodicos.feevale.br/seer/index.php/revistapraksis/article/view/2594
"Geremia, Sidimar Mareio",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Humor e inovação: histórias em quadrinhos na escola,Não informado pela instituição,Universidade Comunitária da Região de Chapecó (UNOCHAPECÓ),UNOCHAPECO,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://bell.unochapeco.edu.br/revistas/index.php/pedagogica/article/view/4222
"Menezes, André Francisco Cantanhede de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,O FOMENTO À INOVAÇÃO E A DISPONIBILIZAÇÃO DE SUAS INFORMAÇÕES NO MARANHÃO,Não informado pela instituição,Conselho Nacional de Pesquisa e Pós-graduação em Direito (CONPEDI),CONPEDI,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Fomento. Inovação. Informação jurídica. Maranhão. Desenvolvimento.,Não informado pela instituição,http://www.indexlaw.org/index.php/revistadipic/article/view/4700
"da Silva, Luciana Maines",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Inovação Responsável no Âmbito da Gestão e Negócios,Não informado pela instituição,Universidade Federal Fluminense (UFF),UFF,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,"Pesquisa e Inovação Responsáveis||Inovação Responsável||Inovação, Estudo bibliométrico.||Inovação",Não informado pela instituição,https://www.rasi.vr.uff.br/index.php/rasi/article/view/158
"Machado, Nelson Santos||Luchese, Gabriela Terezinha||Bencke, Fernando Fantoni",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Gestão da Inovação: o Caso da Celulose Irani (SC),Não informado pela instituição,Universidade Federal Fluminense (UFF),UFF,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Inovação||Núcleo de Inovação||Estratégia||Gestão da Inovação,Não informado pela instituição,https://www.rasi.vr.uff.br/index.php/rasi/article/view/258
"Ribeiro, Paulo Marcelo T.||Artacho, Nathalia Spina||Vieira, Juliana Ferreiro||Pratti, Andrea Nascimento Araújo||Garcia, Adriana F.||Cardoso, Tadeu Campioni Morone||Pavan, Luana||Souza, Vanessa Ap. Feijó de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,A INOVAÇÃO DE PRODUTOS E SERVIÇOS NA MEDICINA VETERINÁRIA,Não informado pela instituição,Faculdades Metropolitanas Unidas (FMU),FMU,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,inovação de produto||diferenciação de produto||médicos veterinários,Não informado pela instituição,https://revistaseletronicas.fmu.br/index.php/ASA/article/view/1983
"Silveira, Juliane Dias Coelho de Araújo||Souza, Maria Clara Martins de||Oliveira, Murilo Alvarenga",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,OS PRINCIPAIS ATORES DO ECOSSISTEMA DE INOVAÇÃO DA PETROBRAS,Não informado pela instituição,Pontifícia Universidade Católica de Minas Gerais (PUC Minas),PUC_MINS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Ecossistema de inovação||Capacidades de inovação||Óleo e gás||Petrobras.,Não informado pela instituição,http://periodicos.pucminas.br/index.php/economiaegestao/article/view/18329
"Maziero, Franco Giovanni Mattedi",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,INOVAÇÃO NA SOLUÇÃO DE CONFLITOS: A ADVOCACIA COLABORATIVA,Não informado pela instituição,Pontifícia Universidade Católica de Minas Gerais (PUC Minas),PUC_MINS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Advocacia Colaborativa||Meio de Resolução Alternativa de Controvérsia,Não informado pela instituição,http://periodicos.pucminas.br/index.php/percursoacademico/article/view/17430
"Castro, Gilson Francisco de Oliveira||Rosário, Francisco José Peixoto||Lima, Araken Alves de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,O Programa Centelha AL como fonte de inovação frugal,Não informado pela instituição,Universidade Estadual de Alagoas (UNEAL),UNEAL,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Inovação Frugal||Empreendedorismo||Programa CENTELHA AL,Não informado pela instituição,https://diversitasjournal.com.br/diversitas_journal/article/view/2066
"Miguez, Viviane Brandão||Merino, Eugenio Andres Diaz||Lezana, Alvaro Guillermo Rojas",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,O DESIGN CONTRIBUINDO PARA O FRONT END DA INOVAÇÃO,Não informado pela instituição,Universidade Federal do Espírito Santo (UFES),UFES,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://periodicos.ufes.br/bjpe/article/view/V04N04_12
"Sá, Rubens Lacerda de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,DA INVERSÃO À INOVAÇÃO EM (E-CLASSROOMS) LÍNGUA INGLESA,Não informado pela instituição,Universidade Estadual Paulista (UNESP),UNESP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://www.falangemiuda.com.br/index.php/refami/article/view/176
